x,y_real,y_prediccion
-2.60364,4.68305,2.79267
-2.42167,2.75589,2.62362
0.910977,5.18991,3.34626
0.564256,3.13836,2.6343
-0.571315,0.325002,1.5041
2.50288,8.46614,7.69935
0.418323,1.52882,2.35027
-1.22226,2.4761,1.70969
1.02199,2.49793,3.57248
-0.330535,0.611843,1.53514
2.37945,8.41695,7.24446
-0.417468,1.5434,1.51438
0.93856,4.59956,3.4026
-1.16388,2.56105,1.67948
-0.0226409,1.17089,1.72063
0.513247,1.99815,2.53258
0.863572,4.54358,3.24915
2.02511,7.41409,6.02929
1.82685,6.52038,5.43267
0.0830088,2.21812,1.83189
2.5422,7.20245,7.84606
-1.01374,1.9541,1.61066
-1.74559,2.06517,2.05036
2.74347,9.86498,8.60121
2.65092,5.52751,8.254
-2.05566,2.23242,2.29925
-2.31141,3.20187,2.52324
-1.91009,1.97054,2.17883
1.78228,4.26513,5.30775
0.083458,2.42413,1.83242
-1.1934,1.74321,1.69453
1.01843,4.80193,3.56523
-0.986559,2.32347,1.59967
-0.832125,0.0363377,1.54704
-0.247823,1.3475,1.56661
1.79034,6.65225,5.33009
0.877894,2.29151,3.27853
2.33958,7.58176,7.10013
1.50572,5.58114,4.60408
1.1077,2.86395,3.74694
-1.7849,1.4888,2.08027
1.97101,7.01624,5.85993
-1.65045,0.254447,1.98021
-2.91153,2.55476,3.08294
-1.33307,-1.92743,1.77182
2.54808,7.69738,7.86805
1.42821,3.85795,4.42627
2.48739,8.82187,7.64172
0.226199,1.40449,2.02441
-0.344403,2.02307,1.53102
-2.71301,3.09759,2.89555
0.257021,1.92243,2.07188
-0.912176,0.576836,1.57216
2.67409,9.34493,8.34103
1.87649,5.11206,5.57579
0.214822,0.860535,2.0074
2.24519,5.77048,6.76498
-1.88926,-0.425863,2.16209
-1.00245,2.996,1.60604
-2.95833,2.50842,3.12701
0.985393,4.29107,3.49802
1.96731,5.52833,5.84852
1.82399,5.05682,5.42454
-0.623738,3.21426,1.50726
-2.66266,2.62767,2.84811
-2.6804,2.64945,2.86482
-1.62854,2.06091,1.96452
0.572377,2.80938,2.65067
-0.787283,2.97916,1.53517
2.26157,6.25945,6.82241
1.67297,4.4746,5.01542
2.62586,8.79565,8.15985
2.0626,6.56553,6.14949
-0.61893,2.36803,1.50684
2.85282,8.22517,9.00748
2.35718,4.50297,7.16367
-0.531471,1.50002,1.50383
0.039898,1.1702,1.78332
-2.84449,2.49855,3.01969
-1.33553,0.519457,1.77327
-2.90793,3.56644,3.07955
-0.190985,1.87745,1.59556
1.6566,5.01491,4.97332
-2.13032,4.35441,2.36314
-1.06671,2.18918,1.6334
-0.901366,2.47375,1.56849
2.89258,9.68991,9.15335
-1.00505,1.26348,1.60709
-0.245592,2.26012,1.56763
0.150708,1.98263,1.91701
-2.14453,5.44773,2.37546
0.997427,3.07039,3.52251
1.99286,6.19244,5.92774
2.57803,9.70537,7.98026
1.86394,5.16209,5.53919
-2.16482,2.43293,2.39312
1.47714,4.06664,4.53766
1.6747,3.95752,5.01991
1.1897,4.08981,3.91514
-0.363777,2.49463,1.52579
-2.20973,-0.0208825,2.43253
2.57892,9.80361,7.9836
-0.885891,0.932781,1.56338
-2.07305,1.10201,2.314
-2.6947,2.17417,2.87829
-1.53002,0.692472,1.89624
-2.12462,0.0959689,2.35822
-0.350585,1.89587,1.52929
-0.96055,2.73209,1.58962
0.205552,3.11645,1.99376
-2.27688,0.780366,2.49222
-0.508592,1.51526,1.50456
-2.07435,1.63646,2.31512
-1.48402,2.30328,1.86568
0.791401,2.44641,3.10063
0.208016,1.66284,1.99737
-0.656258,0.139299,1.51072
-1.72974,1.40816,2.03845
-2.03199,2.49879,2.27928
1.99661,7.2622,5.93947
0.332511,3.56202,2.19634
1.77872,6.51728,5.2979
1.75523,5.44182,5.23356
-0.406143,0.127776,1.51642
-2.03764,2.75501,2.28403
-1.39416,1.07276,1.80858
-1.71718,2.65363,2.02908
1.13867,4.14583,3.81023
-0.245894,1.06024,1.56749
-1.84251,1.28691,2.12501
0.823131,2.03359,3.16602
1.65243,6.13206,4.96267
2.7596,7.61769,8.66149
