x,y_real,y_prediccion
-2.60364,4.68305,2.90833
-2.42167,2.75589,2.69172
0.910977,5.18991,3.41589
0.564256,3.13836,2.62455
-0.571315,0.325002,1.62706
2.50288,8.46614,7.71844
0.418323,1.52882,2.28223
-1.22226,2.4761,1.72888
1.02199,2.49793,3.62739
-0.330535,0.611843,1.65169
2.37945,8.41695,7.26242
-0.417468,1.5434,1.63833
0.93856,4.59956,3.46971
-1.16388,2.56105,1.70962
-0.0226409,1.17089,1.75644
0.513247,1.99815,2.49868
0.863572,4.54358,3.32079
2.02511,7.41409,5.98008
1.82685,6.52038,5.36144
0.0830088,2.21812,1.82472
2.5422,7.20245,7.86026
-1.01374,1.9541,1.66985
-1.74559,2.06517,2.0125
2.74347,9.86498,8.54198
2.65092,5.52751,8.239
-2.05566,2.23242,2.28608
-2.31141,3.20187,2.56317
-1.91009,1.97054,2.14787
1.78228,4.26513,5.23565
0.083458,2.42413,1.82506
-1.1934,1.74321,1.71908
1.01843,4.80193,3.62077
-0.986559,2.32347,1.66408
-0.832125,0.0363377,1.63923
-0.247823,1.3475,1.66992
1.79034,6.65225,5.25804
0.877894,2.29151,3.34991
2.33958,7.58176,7.1134
1.50572,5.58114,4.55681
1.1077,2.86395,3.7847
-1.7849,1.4888,2.04276
1.97101,7.01624,5.80196
-1.65045,0.254447,1.94468
-2.91153,2.55476,3.2659
-1.33307,-1.92743,1.77168
2.54808,7.69738,7.88127
1.42821,3.85795,4.39305
2.48739,8.82187,7.66198
0.226199,1.40449,1.96447
-0.344403,2.02307,1.64919
-2.71301,3.09759,3.03797
0.257021,1.92243,2.00412
-0.912176,0.576836,1.65045
2.67409,9.34493,8.31666
1.87649,5.11206,5.50735
0.214822,0.860535,1.9508
2.24519,5.77048,6.7617
-1.88926,-0.425863,2.12947
-1.00245,2.996,1.6674
-2.95833,2.50842,3.3176
0.985393,4.29107,3.55901
1.96731,5.52833,5.79002
1.82399,5.05682,5.35321
-0.623738,3.21426,1.62647
-2.66266,2.62767,2.9785
-2.6804,2.64945,2.99951
-1.62854,2.06091,1.93015
0.572377,2.80938,2.64486
-0.787283,2.97916,1.63448
2.26157,6.25945,6.82241
1.67297,4.4746,4.94742
2.62586,8.79565,8.15371
2.0626,6.56553,6.1073
-0.61893,2.36803,1.62646
2.85282,8.22517,8.87309
2.35718,4.50297,7.17922
-0.531471,1.50002,1.62858
0.039898,1.1702,1.794
-2.84449,2.49855,3.19035
-1.33553,0.519457,1.77273
-2.90793,3.56644,3.26188
-0.190985,1.87745,1.68607
1.6566,5.01491,4.90664
-2.13032,4.35441,2.363
-1.06671,2.18918,1.68233
-0.901366,2.47375,1.64873
2.89258,9.68991,8.98584
-1.00505,1.26348,1.66796
-0.245592,2.26012,1.67049
0.150708,1.98263,1.88264
-2.14453,5.44773,2.37805
0.997427,3.07039,3.58161
1.99286,6.19244,5.87309
2.57803,9.70537,7.98746
1.86394,5.16209,5.46987
-2.16482,2.43293,2.39977
1.47714,4.06664,4.49531
1.6747,3.95752,4.95178
1.1897,4.08981,3.93444
-0.363777,2.49463,1.64593
-2.20973,-0.0208825,2.44868
2.57892,9.80361,7.9906
-0.885891,0.932781,1.64637
-2.07305,1.10201,2.30365
-2.6947,2.17417,3.0164
-1.53002,0.692472,1.86969
-2.12462,0.0959689,2.357
-0.350585,1.89587,1.64812
-0.96055,2.73209,1.65896
0.205552,3.11645,1.94003
-2.27688,0.780366,2.52378
-0.508592,1.51526,1.62988
-2.07435,1.63646,2.30498
-1.48402,2.30328,1.84415
0.791401,2.44641,3.16827
0.208016,1.66284,1.94286
-0.656258,0.139299,1.62689
-1.72974,1.40816,2.00066
-2.03199,2.49879,2.26251
1.99661,7.2622,5.88542
0.332511,3.56202,2.11895
1.77872,6.51728,5.2258
1.75523,5.44182,5.16168
-0.406143,0.127776,1.63977
-2.03764,2.75501,2.2681
-1.39416,1.07276,1.79897
-1.71718,2.65363,1.99144
1.13867,4.14583,3.84115
-0.245894,1.06024,1.67041
-1.84251,1.28691,2.08949
0.823131,2.03359,3.23658
1.65243,6.13206,4.89635
2.7596,7.61769,8.59271
-0.0769669,2.81558,1.72942
-1.62711,2.14406,1.92921
-1.35354,-0.414898,1.78053
2.09985,6.41961,6.23649
1.80452,5.28015,5.29779
1.29595,4.77383,4.13237
-1.35594,2.22402,1.78158
-1.12637,1.44529,1.6984
1.19987,5.02596,3.95311
1.10539,2.74185,3.78048
1.53861,5.49749,4.62934
2.07179,6.46378,6.13891
-2.15887,1.27702,2.39337
1.69789,5.22954,5.01067
1.54074,3.75873,4.63409
2.13481,6.76074,6.36002
-1.83168,2.13069,2.08049
2.47583,7.2832,7.61968
-2.03776,2.83813,2.26822
-1.3063,2.76325,1.76057
2.69271,8.30565,8.37822
-2.1662,1.99112,2.40126
-1.71354,1.36857,1.98879
1.64416,4.28933,4.87605
1.09757,4.38012,3.76621
-0.302193,3.24184,1.65729
2.49181,9.06182,7.67812
-1.05257,0.37604,1.67883
2.87859,8.73578,8.94665
0.278818,0.745714,2.0346
-0.440107,2.60839,1.63573
1.88802,6.55348,5.54211
2.10165,6.6944,6.24278
-1.8211,2.12592,2.0718
-0.729375,1.48383,1.62996
-2.20944,2.71878,2.44836
1.04554,2.94712,3.6709
-0.723254,1.64307,1.62959
1.52575,4.39175,4.60074
-0.121488,1.74648,1.71054
-0.571883,0.524196,1.62705
-0.917137,2.64095,1.65126
-0.0491546,1.874,1.74266
1.52631,4.18972,4.60199
2.16302,7.58797,6.46117
-0.979252,3.4682,1.6626
1.99506,8.15733,5.88032
-2.9782,1.6538,3.33927
0.641332,1.48286,2.81705
2.69999,8.19441,8.40209
1.74555,5.41758,5.13563
-0.888774,2.40912,1.6468
-0.653052,1.1305,1.62682
1.0341,3.65682,3.6498
2.98089,8.94988,9.22148
-0.980442,0.469721,1.66284
-2.47203,1.85424,2.7514
-1.14468,2.30369,1.70376
-0.993041,-0.142487,1.66542
2.45137,6.73905,7.52968
-0.790643,1.85867,1.63479
2.96334,8.10637,9.17629
-2.85758,3.08712,3.20523
-1.67782,2.64918,1.9634
2.5933,7.8057,8.041
-0.811291,1.70881,1.63688
1.19575,3.74496,3.94554
-2.62816,3.98962,2.93753
-0.865771,1.064,1.64351
1.63065,5.54909,4.84319
-0.82701,2.88647,1.63863
-0.384004,2.62888,1.64283
-2.89577,3.47373,3.24829
0.629114,3.58061,2.78675
2.47433,7.17563,7.61419
-2.67967,3.73113,2.99864
-1.69824,1.23162,1.97778
2.76782,8.07861,8.61833
-2.01714,2.24652,2.24793
-0.0120773,1.70188,1.76226
2.12564,5.39861,6.32743
-1.57348,2.5614,1.89538
-0.136041,2.68237,1.70494
-0.0633358,-1.49566,1.73576
0.253938,2.7051,1.99997
1.15936,3.79157,3.87891
-0.837947,0.435659,1.63992
-1.78449,1.18735,2.04244
1.84076,5.28498,5.4017
-2.59913,1.96496,2.90295
-1.25405,2.39189,1.7403
