x,y_real,y_prediccion
-2.60364,4.68305,2.82292
-2.42167,2.75589,2.67354
0.910977,5.18991,3.41939
0.564256,3.13836,2.67779
-0.571315,0.325002,1.55097
2.50288,8.46614,7.76969
0.418323,1.52882,2.38258
-1.22226,2.4761,1.79273
1.02199,2.49793,3.64828
-0.330535,0.611843,1.57022
2.37945,8.41695,7.29755
-0.417468,1.5434,1.55337
0.93856,4.59956,3.47691
-1.16388,2.56105,1.75985
-0.0226409,1.17089,1.746
0.513247,1.99815,2.57169
0.863572,4.54358,3.31957
2.02511,7.41409,6.01485
1.82685,6.52038,5.41188
0.0830088,2.21812,1.85594
2.5422,7.20245,7.91837
-1.01374,1.9541,1.6832
-1.74559,2.06517,2.142
2.74347,9.86498,8.64285
2.65092,5.52751,8.31919
-2.05566,2.23242,2.37911
-2.31141,3.20187,2.58375
-1.91009,1.97054,2.2659
1.78228,4.26513,5.2897
0.083458,2.42413,1.85647
-1.1934,1.74321,1.77629
1.01843,4.80193,3.64103
-0.986559,2.32347,1.67068
-0.832125,0.0363377,1.60901
-0.247823,1.3475,1.5984
1.79034,6.65225,5.31144
0.877894,2.29151,3.34985
2.33958,7.58176,7.14525
1.50572,5.58114,4.62529
1.1077,2.86395,3.82061
-1.7849,1.4888,2.17116
1.97101,7.01624,5.84064
-1.65045,0.254447,2.07277
-2.91153,2.55476,3.07689
-1.33307,-1.92743,1.85918
2.54808,7.69738,7.94046
1.42821,3.85795,4.46117
2.48739,8.82187,7.71073
0.226199,1.40449,2.04923
-0.344403,2.02307,1.56669
-2.71301,3.09759,2.91311
0.257021,1.92243,2.09735
-0.912176,0.576836,1.63888
2.67409,9.34493,8.40196
1.87649,5.11206,5.55366
0.214822,0.860535,2.03203
2.24519,5.77048,6.78954
-1.88926,-0.425863,2.24995
-1.00245,2.996,1.67794
-2.95833,2.50842,3.11545
0.985393,4.29107,3.57358
1.96731,5.52833,5.82898
1.82399,5.05682,5.40388
-0.623738,3.21426,1.55704
-2.66266,2.62767,2.87157
-2.6804,2.64945,2.8862
-1.62854,2.06091,2.05712
0.572377,2.80938,2.6949
-0.787283,2.97916,1.59448
2.26157,6.25945,6.85059
1.67297,4.4746,5.00932
2.62586,8.79565,8.2285
2.0626,6.56553,6.13972
-0.61893,2.36803,1.55635
2.85282,8.22517,8.99759
2.35718,4.50297,7.2124
-0.531471,1.50002,1.54856
0.039898,1.1702,1.80775
-2.84449,2.49855,3.02161
-1.33553,0.519457,1.86071
-2.90793,3.56644,3.07393
-0.190985,1.87745,1.62535
1.6566,5.01491,4.96952
-2.13032,4.35441,2.43819
-1.06671,2.18918,1.70884
-0.901366,2.47375,1.63457
2.89258,9.68991,9.11812
-1.00505,1.26348,1.67914
-0.245592,2.26012,1.59933
0.150708,1.98263,1.941
-2.14453,5.44773,2.44951
0.997427,3.07039,3.59822
1.99286,6.19244,5.91012
2.57803,9.70537,8.05241
1.86394,5.16209,5.51722
-2.16482,2.43293,2.4657
1.47714,4.06664,4.56395
1.6747,3.95752,5.01357
1.1897,4.08981,3.98316
-0.363777,2.49463,1.56231
-2.20973,-0.0208825,2.50168
2.57892,9.80361,8.05572
-0.885891,0.932781,1.62854
-2.07305,1.10201,2.39281
-2.6947,2.17417,2.898
-1.53002,0.692472,1.98824
-2.12462,0.0959689,2.43366
-0.350585,1.89587,1.56523
-0.96055,2.73209,1.65915
0.205552,3.11645,2.01825
-2.27688,0.780366,2.55579
-0.508592,1.51526,1.54809
-2.07435,1.63646,2.39384
-1.48402,2.30328,1.95699
0.791401,2.44641,3.16554
0.208016,1.66284,2.02189
-0.656258,0.139299,1.56235
-1.72974,1.40816,2.13033
-2.03199,2.49879,2.36051
1.99661,7.2622,5.92218
0.332511,3.56202,2.22427
1.77872,6.51728,5.28013
1.75523,5.44182,5.21782
-0.406143,0.127776,1.55488
-2.03764,2.75501,2.36494
-1.39416,1.07276,1.89784
-1.71718,2.65363,2.12112
1.13867,4.14583,3.88217
-0.245894,1.06024,1.59921
-1.84251,1.28691,2.21442
0.823131,2.03359,3.23352
1.65243,6.13206,4.95948
2.7596,7.61769,8.69719
-0.0769669,2.81558,1.70002
-1.62711,2.14406,2.0561
-1.35354,-0.414898,1.87199
2.09985,6.41961,6.26694
1.80452,5.28015,5.35005
1.29595,4.77383,4.19331
-1.35594,2.22402,1.8735
-1.12637,1.44529,1.73959
1.19987,5.02596,4.00324
1.10539,2.74185,3.816
1.53861,5.49749,4.69723
2.07179,6.46378,6.1708
-2.15887,1.27702,2.46095
1.69789,5.22954,5.07095
1.54074,3.75873,4.70193
2.13481,6.76074,6.38904
-1.83168,2.13069,2.20624
2.47583,7.2832,7.66667
-2.03776,2.83813,2.36503
-1.3063,2.76325,1.84268
2.69271,8.30565,8.46768
-2.1662,1.99112,2.46681
-1.71354,1.36857,2.11846
1.64416,4.28933,4.93964
1.09757,4.38012,3.8004
-0.302193,3.24184,1.57847
2.49181,9.06182,7.72757
-1.05257,0.37604,1.70183
2.87859,8.73578,9.07626
0.278818,0.745714,2.1327
-0.440107,2.60839,1.55094
1.88802,6.55348,5.58746
2.10165,6.6944,6.27315
-1.8211,2.12592,2.19827
-0.729375,1.48383,1.57828
-2.20944,2.71878,2.50145
1.04554,2.94712,3.69595
-0.723254,1.64307,1.57674
1.52575,4.39175,4.66891
-0.121488,1.74648,1.66744
-0.571883,0.524196,1.55102
-0.917137,2.64095,1.64088
-0.0491546,1.874,1.72269
1.52631,4.18972,4.67015
2.16302,7.58797,6.48937
-0.979252,3.4682,1.6674
1.99506,8.15733,5.91719
-2.9782,1.6538,3.1318
0.641332,1.48286,2.84187
2.69999,8.19441,8.49318
1.74555,5.41758,5.19251
-0.888774,2.40912,1.62965
-0.653052,1.1305,1.56177
1.0341,3.65682,3.67283
2.98089,8.94988,9.36846
-0.980442,0.469721,1.66793
-2.47203,1.85424,2.71476
-1.14468,2.30369,1.74939
-0.993041,-0.142487,1.67363
2.45137,6.73905,7.57315
-0.790643,1.85867,1.59551
2.96334,8.10637,9.32067
-2.85758,3.08712,3.03241
-1.67782,2.64918,2.09248
2.5933,7.8057,8.109
