x,y_real,y_prediccion
-2.60364,4.68305,3.49513
-2.42167,2.75589,3.49514
0.910977,5.18991,3.49525
0.564256,3.13836,3.49524
-0.571315,0.325002,3.4952
2.50288,8.46614,3.4953
0.418323,1.52882,3.49523
-1.22226,2.4761,3.49518
1.02199,2.49793,3.49525
-0.330535,0.611843,3.49521
2.37945,8.41695,3.4953
-0.417468,1.5434,3.49521
0.93856,4.59956,3.49525
-1.16388,2.56105,3.49518
-0.0226409,1.17089,3.49522
0.513247,1.99815,3.49524
0.863572,4.54358,3.49525
2.02511,7.41409,3.49529
1.82685,6.52038,3.49528
0.0830088,2.21812,3.49522
2.5422,7.20245,3.4953
-1.01374,1.9541,3.49519
-1.74559,2.06517,3.49516
2.74347,9.86498,3.49531
2.65092,5.52751,3.49531
-2.05566,2.23242,3.49515
-2.31141,3.20187,3.49514
-1.91009,1.97054,3.49516
1.78228,4.26513,3.49528
0.083458,2.42413,3.49522
-1.1934,1.74321,3.49518
1.01843,4.80193,3.49525
-0.986559,2.32347,3.49519
-0.832125,0.0363377,3.49519
-0.247823,1.3475,3.49521
1.79034,6.65225,3.49528
0.877894,2.29151,3.49525
2.33958,7.58176,3.4953
1.50572,5.58114,3.49527
1.1077,2.86395,3.49526
-1.7849,1.4888,3.49516
1.97101,7.01624,3.49528
-1.65045,0.254447,3.49517
-2.91153,2.55476,3.49513
-1.33307,-1.92743,3.49518
2.54808,7.69738,3.4953
1.42821,3.85795,3.49527
2.48739,8.82187,3.4953
0.226199,1.40449,3.49523
-0.344403,2.02307,3.49521
-2.71301,3.09759,3.49513
0.257021,1.92243,3.49523
-0.912176,0.576836,3.49519
2.67409,9.34493,3.49531
1.87649,5.11206,3.49528
0.214822,0.860535,3.49523
2.24519,5.77048,3.49529
-1.88926,-0.425863,3.49516
-1.00245,2.996,3.49519
-2.95833,2.50842,3.49512
0.985393,4.29107,3.49525
1.96731,5.52833,3.49528
1.82399,5.05682,3.49528
-0.623738,3.21426,3.4952
-2.66266,2.62767,3.49513
-2.6804,2.64945,3.49513
-1.62854,2.06091,3.49517
0.572377,2.80938,3.49524
-0.787283,2.97916,3.49519
2.26157,6.25945,3.49529
1.67297,4.4746,3.49527
2.62586,8.79565,3.4953
2.0626,6.56553,3.49529
-0.61893,2.36803,3.4952
2.85282,8.22517,3.49531
2.35718,4.50297,3.4953
-0.531471,1.50002,3.4952
0.039898,1.1702,3.49522
-2.84449,2.49855,3.49513
-1.33553,0.519457,3.49518
-2.90793,3.56644,3.49513
-0.190985,1.87745,3.49521
1.6566,5.01491,3.49527
-2.13032,4.35441,3.49515
-1.06671,2.18918,3.49518
-0.901366,2.47375,3.49519
2.89258,9.68991,3.49531
-1.00505,1.26348,3.49519
-0.245592,2.26012,3.49521
0.150708,1.98263,3.49522
-2.14453,5.44773,3.49515
0.997427,3.07039,3.49525
1.99286,6.19244,3.49528
2.57803,9.70537,3.4953
1.86394,5.16209,3.49528
-2.16482,2.43293,3.49515
1.47714,4.06664,3.49527
1.6747,3.95752,3.49527
1.1897,4.08981,3.49526
-0.363777,2.49463,3.49521
-2.20973,-0.0208825,3.49515
2.57892,9.80361,3.4953
-0.885891,0.932781,3.49519
-2.07305,1.10201,3.49515
-2.6947,2.17417,3.49513
-1.53002,0.692472,3.49517
-2.12462,0.0959689,3.49515
-0.350585,1.89587,3.49521
-0.96055,2.73209,3.49519
0.205552,3.11645,3.49523
-2.27688,0.780366,3.49515
-0.508592,1.51526,3.4952
-2.07435,1.63646,3.49515
-1.48402,2.30328,3.49517
0.791401,2.44641,3.49525
0.208016,1.66284,3.49523
-0.656258,0.139299,3.4952
-1.72974,1.40816,3.49516
-2.03199,2.49879,3.49515
1.99661,7.2622,3.49528
0.332511,3.56202,3.49523
1.77872,6.51728,3.49528
1.75523,5.44182,3.49528
-0.406143,0.127776,3.49521
-2.03764,2.75501,3.49515
-1.39416,1.07276,3.49517
-1.71718,2.65363,3.49516
1.13867,4.14583,3.49526
-0.245894,1.06024,3.49521
-1.84251,1.28691,3.49516
0.823131,2.03359,3.49525
1.65243,6.13206,3.49527
2.7596,7.61769,3.49531
-0.0769669,2.81558,3.49522
-1.62711,2.14406,3.49517
-1.35354,-0.414898,3.49517
2.09985,6.41961,3.49529
1.80452,5.28015,3.49528
1.29595,4.77383,3.49526
-1.35594,2.22402,3.49517
-1.12637,1.44529,3.49518
1.19987,5.02596,3.49526
1.10539,2.74185,3.49526
1.53861,5.49749,3.49527
2.07179,6.46378,3.49529
-2.15887,1.27702,3.49515
1.69789,5.22954,3.49527
1.54074,3.75873,3.49527
2.13481,6.76074,3.49529
-1.83168,2.13069,3.49516
2.47583,7.2832,3.4953
-2.03776,2.83813,3.49515
-1.3063,2.76325,3.49518
2.69271,8.30565,3.49531
-2.1662,1.99112,3.49515
-1.71354,1.36857,3.49516
1.64416,4.28933,3.49527
1.09757,4.38012,3.49526
-0.302193,3.24184,3.49521
2.49181,9.06182,3.4953
-1.05257,0.37604,3.49518
2.87859,8.73578,3.49531
0.278818,0.745714,3.49523
-0.440107,2.60839,3.4952
1.88802,6.55348,3.49528
2.10165,6.6944,3.49529
-1.8211,2.12592,3.49516
-0.729375,1.48383,3.4952
-2.20944,2.71878,3.49515
1.04554,2.94712,3.49525
-0.723254,1.64307,3.4952
1.52575,4.39175,3.49527
-0.121488,1.74648,3.49522
-0.571883,0.524196,3.4952
-0.917137,2.64095,3.49519
-0.0491546,1.874,3.49522
1.52631,4.18972,3.49527
2.16302,7.58797,3.49529
-0.979252,3.4682,3.49519
1.99506,8.15733,3.49528
-2.9782,1.6538,3.49512
0.641332,1.48286,3.49524
2.69999,8.19441,3.49531
1.74555,5.41758,3.49528
-0.888774,2.40912,3.49519
-0.653052,1.1305,3.4952
1.0341,3.65682,3.49525
2.98089,8.94988,3.49532
-0.980442,0.469721,3.49519
-2.47203,1.85424,3.49514
-1.14468,2.30369,3.49518
-0.993041,-0.142487,3.49519
2.45137,6.73905,3.4953
-0.790643,1.85867,3.49519
2.96334,8.10637,3.49532
-2.85758,3.08712,3.49513
-1.67782,2.64918,3.49516
2.5933,7.8057,3.4953
-0.811291,1.70881,3.49519
1.19575,3.74496,3.49526
-2.62816,3.98962,3.49513
-0.865771,1.064,3.49519
1.63065,5.54909,3.49527
-0.82701,2.88647,3.49519
-0.384004,2.62888,3.49521
-2.89577,3.47373,3.49513
0.629114,3.58061,3.49524
2.47433,7.17563,3.4953
-2.67967,3.73113,3.49513
-1.69824,1.23162,3.49516
2.76782,8.07861,3.49531
-2.01714,2.24652,3.49515
-0.0120773,1.70188,3.49522
2.12564,5.39861,3.49529
-1.57348,2.5614,3.49517
-0.136041,2.68237,3.49521
-0.0633358,-1.49566,3.49522
0.253938,2.7051,3.49523
1.15936,3.79157,3.49526
-0.837947,0.435659,3.49519
-1.78449,1.18735,3.49516
